,numMages,fightLength,numPIs,numWB,semiWB,rotation,dps,igniteDps,weightedTicks,stdDev,boxPlot,igniteDrops,percentDpsIncrease,percentIgniteDpsIncrease,totalCrit
0,3,70,3,0,2,7,3332.0,824.0,15.242111180999876,246.3741718983876,"Boxplot values: 2603, 3159, 3309, 3332, 3482, 4817","Ignite Drop times on avg List(22.262425836152055, 32.147385576035234, 42.6732526302626, 53.18403953162293, 62.09079397253626, 67.59899396133741, 69.61786593750381, 69.97725508751309, 69.99899733364104, 69.9999890089641)",1.0051282051282049,1.0390920554854979,0.25182323915098465
1,3,70,3,0,2,6,3319.0,802.0,14.633682986999936,233.7057095198779,"Boxplot values: 2612, 3155, 3301, 3319, 3463, 4741","Ignite Drop times on avg List(22.14129026853169, 31.75939917357021, 42.073391511349676, 52.49097863013512, 61.60474564121693, 67.41559547868428, 69.57336584074963, 69.96785553250461, 70.00015029260649)",1.001206636500754,1.0113493064312735,0.25182323915098465
2,3,70,3,0,2,4,3317.0,794.0,14.387352122000037,226.58919694592296,"Boxplot values: 2597, 3158, 3302, 3317, 3459, 4858","Ignite Drop times on avg List(22.1074183936816, 31.66115753473184, 41.9866604088137, 52.60071754625344, 61.84545672590579, 67.55653273432293, 69.61857680150896, 69.9761110809842, 69.99977234989854)",1.000603318250377,1.001261034047919,0.25182323915098465
3,3,70,3,0,2,0,3312.0,757.0,14.620746714200035,231.9656966634399,"Boxplot values: 2577, 3149, 3299, 3312, 3459, 4431","Ignite Drop times on avg List(19.22593925315823, 28.636574605354777, 38.73196773649666, 49.29471997780035, 59.14384032402142, 66.05395396984353, 69.16290093886002, 69.91557891452666, 69.99589733782541, 70.00046731505144)",0.9990950226244344,0.9546027742749056,0.25182323915098465
4,3,70,3,0,2,5,3314.0,792.0,14.353406694000013,226.18582118974132,"Boxplot values: 2593, 3156, 3299, 3314, 3454, 4829","Ignite Drop times on avg List(22.092779556456872, 31.65057107565711, 41.98822522720744, 52.56663100424635, 61.77963480668286, 67.53055660760724, 69.60754951978714, 69.97720824908707, 70.00048304347892, 70.00005622215713)",0.9996983408748116,0.9987389659520808,0.25182323915098465
5,3,70,3,0,2,8,3235.0,768.0,14.251923056799981,225.99478922192668,"Boxplot values: 2445, 3076, 3221, 3235, 3380, 4575","Ignite Drop times on avg List(20.7586296148132, 30.32610958077446, 40.7569765172328, 51.43765512115925, 60.91175747949809, 67.08870309765928, 69.47708119182998, 69.96371417198661, 69.99990589198002, 69.99986737264074)",0.975867269984917,0.9684741488020177,0.25182323915098465
6,3,70,3,0,2,1,3315.0,793.0,14.363988044999873,227.07157835742024,"Boxplot values: 2627, 3155, 3299, 3315, 3457, 4688","Ignite Drop times on avg List(22.094678407540265, 31.64042569376239, 41.941850050980094, 52.608898152052845, 61.85633305293021, 67.55173892377074, 69.61468229638241, 69.97748627636182, 70.00007747727629)",1.0,1.0,0.25182323915098465
7,3,70,3,0,2,3,3272.0,728.0,14.412179328799931,226.39950623380605,"Boxplot values: 2550, 3113, 3257, 3272, 3415, 4399","Ignite Drop times on avg List(20.088071677607484, 29.462696427497068, 39.391103238477456, 49.89290455832005, 59.628087452631476, 66.37232271837287, 69.26454673298652, 69.92653799191378, 69.99640510501793, 70.00003368158906)",0.987028657616893,0.918032786885246,0.25182323915098465
8,3,70,3,0,2,2,3315.0,792.0,14.36379689799999,227.23273512005002,"Boxplot values: 2564, 3155, 3299, 3315, 3458, 4687","Ignite Drop times on avg List(22.09720825307235, 31.662260750881774, 41.995418920227216, 52.58861300359453, 61.8419355817611, 67.56685453926711, 69.62275349436568, 69.97312245873532, 70.00037559009809)",1.0,0.9987389659520808,0.25182323915098465
9,3,100,0,1,2,0,3179.0,769.0,21.131534600000016,184.36053826720948,"Boxplot values: 2525, 3049, 3172, 3179, 3302, 4027","Ignite Drop times on avg List(19.797547885782798, 33.06050681921447, 43.74697681476493, 54.46671282844727, 65.33423304600112, 75.94140958381165, 85.5794451108248, 93.0791293354684, 97.53280105958399, 99.38485721008331, 99.90679213787577, 99.9909262512924, 99.99939786262395, 100.00000394644286)",1.012420382165605,1.0171957671957672,0.18917445549226966
