,numMages,fightLength,numPIs,numWB,semiWB,rotation,dps,igniteDps,weightedTicks,stdDev,boxPlot,igniteDrops,percentDpsIncrease,percentIgniteDpsIncrease,totalCrit
63,6,40,5,3,3,8,6903.0,1512.0,20.525673731200012,444.69264437317514,"Boxplot values: 5659, 6589, 6872, 6903, 7184, 8551","Ignite Drop times on avg List(29.3661054796514, 37.48144856194629, 39.765134801271195, 40.00014929825109, 40.00132668235764)",0.9535847492747616,0.918032786885246,0.05291172986923881
64,6,40,5,3,3,3,7200.0,1544.0,21.43699034399998,453.206426597622,"Boxplot values: 5922, 6877, 7218, 7200, 7536, 8377","Ignite Drop times on avg List(30.142434160685504, 37.80852027381268, 39.84111873229295, 40.00390573312168, 40.0002455662068)",0.9946125155408204,0.9374620522161504,0.05291172986923881
65,6,40,5,3,3,6,7280.0,1711.0,22.873339016000138,388.3075263500945,"Boxplot values: 5680, 7004, 7288, 7280, 7602, 8297","Ignite Drop times on avg List(32.722385447549634, 38.68771278732141, 39.91115302688012, 40.0010050325162, 40.000827722994316)",1.0056637657134964,1.0388585306618094,0.05291172986923881
66,6,40,5,3,3,2,7215.0,1644.0,21.848000020000118,392.99035190560966,"Boxplot values: 5697, 6940, 7210, 7215, 7516, 8195","Ignite Drop times on avg List(31.460583080081566, 38.205637586294564, 39.8571624710239, 40.0027644804206)",0.9966846249481972,0.9981785063752276,0.05291172986923881
67,6,40,5,3,3,7,7303.0,1761.0,23.644177128000077,389.32850598637117,"Boxplot values: 5874, 7022, 7344, 7303, 7625, 8208","Ignite Drop times on avg List(33.39200333308983, 38.909590069025924, 39.89982733853983, 40.006582794356426, 40.000408967231145)",1.0088410001381407,1.0692167577413478,0.05291172986923881
68,6,40,5,3,3,4,7240.0,1579.0,21.044993727999987,367.91388468196465,"Boxplot values: 5777, 7009, 7245, 7240, 7481, 8444","Ignite Drop times on avg List(30.50061085933448, 38.212163968908435, 39.89620779495143, 40.009071843692986, 40.0001100652065, 40.00039781617456)",1.0001381406271586,0.9587128111718276,0.05291172986923881
69,6,40,5,3,3,1,7239.0,1647.0,21.835231132000036,392.4263595386939,"Boxplot values: 5507, 6964, 7234, 7239, 7541, 8310","Ignite Drop times on avg List(31.70702631593154, 38.2896613206759, 39.893173598295654, 40.00475934624405)",1.0,1.0,0.05291172986923881
70,6,40,5,3,3,0,6973.0,1264.0,20.55549379839997,366.7611899047852,"Boxplot values: 5773, 6715, 6948, 6973, 7207, 8387","Ignite Drop times on avg List(28.82381957433833, 37.24626774066088, 39.725933706228446, 39.987355194262186, 40.00005268002205)",0.963254593175853,0.7674559805707347,0.05291172986923881
71,6,40,5,3,3,5,7237.0,1646.0,21.861630736000098,392.4069658790342,"Boxplot values: 5791, 6963, 7229, 7237, 7540, 8230","Ignite Drop times on avg List(31.426499680347135, 38.27286696161303, 39.88354611755616, 40.00331463734727, 40.00010147420849)",0.9997237187456832,0.9993928354584092,0.05291172986923881
72,6,60,0,2,3,7,6068.0,1253.0,25.561053760000238,219.1390180054477,"Boxplot values: 5124, 5925, 6078, 6068, 6225, 6708","Ignite Drop times on avg List(36.284190963797506, 51.17441923736548, 57.19702272506788, 59.33805107596158, 59.899899130570155, 59.98923767835221, 59.99986448076065, 60.000354630698325)",1.0049685326266975,1.0971978984238178,0.06765842450693055
73,6,60,0,2,3,3,6041.0,1144.0,22.69224584,229.64111687958274,"Boxplot values: 5273, 5882, 6044, 6041, 6204, 6781","Ignite Drop times on avg List(31.782417303060363, 45.82050415297141, 54.3302988713683, 58.5910911060139, 59.804360012140506, 59.99022404906386, 59.999817656794065)",1.0004968532626697,1.001751313485114,0.06765842450693055
74,6,60,0,2,3,4,6082.0,1123.0,22.334887959999897,237.88365471526996,"Boxplot values: 5204, 5917, 6084, 6082, 6249, 6880","Ignite Drop times on avg List(31.305741552620777, 45.467211703308244, 54.27892632218462, 58.63216329727476, 59.83660265466362, 59.99470292651945, 60.00128126839243)",1.0072871811858228,0.9833625218914186,0.06765842450693055
75,6,60,0,2,3,6,6061.0,1198.0,24.14182781999999,229.1951364407747,"Boxplot values: 5232, 5906, 6070, 6061, 6223, 6733","Ignite Drop times on avg List(34.10006191896176, 48.70754411026943, 55.95323600167414, 59.02547971292784, 59.834888951379284, 59.98191702782032, 60.00082254372623)",1.0038092083471348,1.0490367775831877,0.06765842450693055
76,6,60,0,2,3,2,5912.0,1101.0,21.82290483999997,229.48461264249337,"Boxplot values: 5104, 5756, 5914, 5912, 6070, 6681","Ignite Drop times on avg List(35.618863229368884, 48.161902524583724, 55.66217736808088, 58.99870828074152, 59.88265783215145, 59.994774531519276)",0.9791321629678702,0.9640980735551664,0.06765842450693055
77,6,60,0,2,3,0,6099.0,1113.0,24.118149440000085,232.91753690503486,"Boxplot values: 5290, 5938, 6100, 6099, 6257, 6915","Ignite Drop times on avg List(28.383624398847797, 44.04777380652113, 53.121134918412196, 57.97955452635858, 59.64218970615988, 59.969591001402016, 59.999890417514834, 60.000032824501396)",1.0101026830076183,0.9746059544658494,0.06765842450693055
78,6,60,0,2,3,1,6038.0,1142.0,22.66932074000001,230.96024845684212,"Boxplot values: 5092, 5880, 6042, 6038, 6200, 6801","Ignite Drop times on avg List(31.717970555611235, 45.879963659575544, 54.336136546661166, 58.54407483653941, 59.78390879227514, 59.98778093439102, 60.00006414665754, 59.99948736374767, 60.00020788639158)",1.0,1.0,0.06765842450693055
79,6,60,0,2,3,5,6003.0,1173.0,23.281357000000032,234.79135585089782,"Boxplot values: 5012, 5845, 6008, 6003, 6168, 6776","Ignite Drop times on avg List(28.495810786429605, 43.4155066103262, 53.19253651595636, 58.07442081019859, 59.6757826520178, 59.968140035986295, 59.99918518049328)",0.994203378602186,1.0271453590192643,0.06765842450693055
80,6,60,0,2,3,8,5908.0,1133.0,23.24304774,236.08524032203965,"Boxplot values: 5059, 5747, 5909, 5908, 6073, 6730","Ignite Drop times on avg List(30.562434060533, 45.57618188263532, 54.28718383244456, 58.47525768164886, 59.76790208524695, 59.98621122200288, 60.00095955225892)",0.9784696919509772,0.9921190893169878,0.06765842450693055
81,6,60,1,2,0,6,6114.0,1278.0,25.890573896000017,305.02734819227766,"Boxplot values: 5087, 5901, 6096, 6114, 6305, 7264","Ignite Drop times on avg List(30.575726840809867, 45.545165111947156, 53.79547425510964, 58.094392300672666, 59.63233269656906, 59.96850202930491, 60.00030639958857, 60.000457532597686)",1.0039408866995074,1.0527182866556837,0.09917867786575382
82,6,60,1,2,0,4,6130.0,1199.0,24.01776858799994,291.8197381036372,"Boxplot values: 5174, 5924, 6119, 6130, 6316, 7343","Ignite Drop times on avg List(29.023294041433047, 42.94727690354005, 52.014728180349614, 57.428496722863116, 59.46701756159172, 59.93326672244942, 59.99667326727855, 59.9997109607967)",1.0065681444991792,0.987644151565074,0.09917867786575382
83,6,60,1,2,0,5,6008.0,1193.0,23.86648092399993,302.49503495632354,"Boxplot values: 4932, 5800, 5995, 6008, 6193, 7241","Ignite Drop times on avg List(25.144363559687655, 39.01393627648321, 49.47461027707343, 56.104442821319694, 59.04088768598964, 59.85586312059985, 59.99028434950098, 59.99958952550704)",0.9865353037766832,0.9827018121911038,0.09917867786575382
84,6,60,1,2,0,8,5920.0,1164.0,24.101637736000022,275.6843850948569,"Boxplot values: 5064, 5730, 5902, 5920, 6094, 7174","Ignite Drop times on avg List(27.10308402967793, 42.251888630060186, 51.66525578982301, 57.11880400956218, 59.35789811141309, 59.9143332674384, 59.995550484639836, 60.00011311478764)",0.9720853858784894,0.9588138385502472,0.09917867786575382
85,6,60,1,2,0,7,6154.0,1360.0,27.797200156000113,319.71035861493226,"Boxplot values: 5217, 5932, 6133, 6154, 6349, 7135","Ignite Drop times on avg List(32.76505930533753, 48.05420695063778, 55.32221464140761, 58.52269492466727, 59.69457234626037, 59.962825373740806, 59.997842113851895, 59.999745711782786)",1.0105090311986864,1.1202635914332784,0.09917867786575382
86,6,60,1,2,0,1,6090.0,1214.0,24.301617428000146,292.4503228926265,"Boxplot values: 5145, 5891, 6072, 6090, 6269, 7322","Ignite Drop times on avg List(29.231251771949786, 43.14157967429918, 52.051709728135734, 57.33763971676159, 59.43757155939017, 59.94186944008507, 59.994705592550744, 59.99946508973058, 59.99995917858146)",1.0,1.0,0.09917867786575382
87,6,60,1,2,0,3,6091.0,1210.0,24.316953055999928,298.1900807123928,"Boxplot values: 5187, 5879, 6075, 6091, 6284, 7255","Ignite Drop times on avg List(26.958725676208903, 41.51831887484838, 51.01979585340466, 56.80586288344393, 59.25239292367665, 59.9060767592142, 59.995947555827954, 60.00119247309519)",1.0001642036124794,0.9967051070840196,0.09917867786575382
88,6,60,1,2,0,2,6000.0,1194.0,23.864381068,291.5049783879117,"Boxplot values: 5146, 5795, 5986, 6000, 6185, 7187","Ignite Drop times on avg List(27.312343658250786, 41.799976026184034, 51.14537930852894, 56.7701373451793, 59.24337745125039, 59.89374330631512, 59.997665448370206, 60.000478180426875)",0.9852216748768472,0.9835255354200988,0.09917867786575382
89,6,60,1,2,0,0,6079.0,1117.0,24.084625224000085,266.9839106909223,"Boxplot values: 5247, 5893, 6069, 6079, 6251, 7224","Ignite Drop times on avg List(27.074441905248293, 41.71867921068424, 51.04507844307674, 56.825964553488326, 59.26712946833356, 59.91437723465654, 59.99394754457051, 59.99952380729548)",0.9981937602627258,0.9200988467874794,0.09917867786575382
